name,owner,stars,age_days,merged_prs,total_releases,days_since_update,primary_language,total_issues,closed_issues,closed_issues_ratio,url,description
learnGitBranching,pcottle,32274,4757,606,0,0,JavaScript,516,467,90.50387596899225,https://github.com/pcottle/learnGitBranching,An interactive git visualization and tutorial. Aspiring students of git can use this app to educate and challenge themselves towards mastery of git!
material-design-lite,google,32266,3873,655,14,2,HTML,2195,1813,82.59681093394077,https://github.com/google/material-design-lite,Material Design Components in HTML/CSS/JS
CyberChef,gchq,32260,3190,510,447,0,JavaScript,1058,626,59.168241965973536,https://github.com/gchq/CyberChef,"The Cyber Swiss Army Knife - a web app for encryption, encoding, compression and data analysis"
Real-ESRGAN,xinntao,32249,1496,21,10,0,Python,727,171,23.521320495185694,https://github.com/xinntao/Real-ESRGAN,Real-ESRGAN aims at developing Practical Algorithms for General Image/Video Restoration.
duckdb,duckdb,32241,2615,8213,51,0,C++,6123,5661,92.45467907888289,https://github.com/duckdb/duckdb,DuckDB is an analytical in-process SQL database management system
it-tools,CorentinTh,32233,1966,491,10,0,Vue,618,200,32.362459546925564,https://github.com/CorentinTh/it-tools,"Collection of handy online tools for developers, with great UX. "
serenity,SerenityOS,32233,2455,19529,0,0,C++,4249,3522,82.89009178630266,https://github.com/SerenityOS/serenity,The Serenity Operating System 🐞
spaCy,explosion,32224,4069,3590,129,0,Python,5718,5550,97.06190975865687,https://github.com/explosion/spaCy,💫 Industrial-strength Natural Language Processing (NLP) in Python
beego,beego,32215,4924,1325,42,0,Go,3374,3366,99.7628927089508,https://github.com/beego/beego,"beego is an open-source, high-performance web framework for the Go programming language."
agno,agno-agi,32190,1207,1754,86,0,Python,1268,1143,90.14195583596214,https://github.com/agno-agi/agno,"Open-source framework for building multi-agent systems with memory, knowledge and reasoning."
directus,directus,32169,4637,8089,342,0,TypeScript,9360,9060,96.7948717948718,https://github.com/directus/directus,"The flexible backend for all your projects 🐰 Turn your DB into a headless CMS, admin panels, or apps with a custom UI, instant APIs, auth & more."
tiptap,ueberdosis,32156,2559,1260,899,0,TypeScript,3238,2540,78.44348363187153,https://github.com/ueberdosis/tiptap,The headless rich text editor framework for web artisans.
my-tv,lizongying,32152,628,11,72,0,C,919,774,84.22198041349293,https://github.com/lizongying/my-tv,我的电视 电视直播软件，安装即可使用
chatbot-ui,mckaywrigley,32139,896,280,0,0,TypeScript,993,817,82.2759315206445,https://github.com/mckaywrigley/chatbot-ui,AI chat for any model.
run,The-Run-Philosophy-Organization,32100,1231,171,0,0,Unknown,256,214,83.59375,https://github.com/The-Run-Philosophy-Organization/run,润学全球官方指定GITHUB，整理润学宗旨、纲领、理论和各类润之实例；解决为什么润，润去哪里，怎么润三大问题； 并成为新中国人的核心宗教，核心信念。
tabby,TabbyML,31998,891,2969,241,0,Rust,937,733,78.22838847385272,https://github.com/TabbyML/tabby,Self-hosted AI coding assistant
cherry-studio,CherryHQ,31996,456,1944,192,0,TypeScript,6349,5809,91.4947235785163,https://github.com/CherryHQ/cherry-studio,🍒 Cherry Studio is a desktop client that supports for multiple LLM providers.
etcher,balena-io,31968,3588,1731,289,0,TypeScript,2381,1823,76.56446871062579,https://github.com/balena-io/etcher,"Flash OS images to SD cards & USB drives, safely and easily."
nacos,alibaba,31965,2626,3156,84,0,Java,9153,8903,97.26865508576424,https://github.com/alibaba/nacos,"an easy-to-use dynamic service discovery, configuration and service management platform for building AI cloud native applications."
chatgpt-web,Chanzhaoyu,31938,926,159,43,0,Vue,1747,1747,100.0,https://github.com/Chanzhaoyu/chatgpt-web,用 Express 和  Vue3 搭建的 ChatGPT 演示网页
pathway,pathwaycom,31894,1000,5,75,0,Python,97,53,54.63917525773196,https://github.com/pathwaycom/pathway,"Python ETL framework for stream processing, real-time analytics, LLM pipelines, and RAG."
yew,yewstack,31885,2807,1802,35,0,Rust,1256,1143,91.0031847133758,https://github.com/yewstack/yew,Rust / Wasm framework for creating reliable and efficient web applications
swr,vercel,31852,2125,795,123,0,TypeScript,959,817,85.19290928050052,https://github.com/vercel/swr,React Hooks for Data Fetching
GPT_API_free,chatanywhere,31851,853,1,0,0,Python,377,353,93.63395225464191,https://github.com/chatanywhere/GPT_API_free,Free ChatGPT&DeepSeek API Key，免费ChatGPT&DeepSeek API。免费接入DeepSeek API和GPT4 API，支持 gpt | deepseek | claude | gemini | grok 等排名靠前的常用大模型。
Folo,RSSNext,31839,502,1255,70,0,TypeScript,2245,2046,91.1358574610245,https://github.com/RSSNext/Folo,🧡 Follow everything in one place
awesome-php,ziadoz,31830,4288,453,0,0,Unknown,153,152,99.34640522875817,https://github.com/ziadoz/awesome-php,"A curated list of amazingly awesome PHP libraries, resources and shiny things."
v2ray-core,v2fly,31800,2322,909,111,0,Go,1041,1002,96.25360230547551,https://github.com/v2fly/v2ray-core,A platform for building proxies to bypass network restrictions.
android-open-project,Trinea,31793,4248,204,0,0,Unknown,86,75,87.20930232558139,https://github.com/Trinea/android-open-project,"A categorized collection of Android Open Source Projects,  More powerful web version:"
WxJava,binarywang,31787,3517,1053,30,0,Java,2371,2307,97.30071699704766,https://github.com/binarywang/WxJava,微信开发 Java SDK ，支持包括微信支付，开放平台，小程序，企业微信，视频号，公众号等的后端开发
mpv,mpv-player,31775,4697,3502,87,0,C,10548,9644,91.42965491088358,https://github.com/mpv-player/mpv,🎥 Command line media player
vnpy,vnpy,31773,3827,1055,64,0,Python,2128,2110,99.15413533834587,https://github.com/vnpy/vnpy,基于Python的开源量化交易平台开发框架
shardeum,shardeum,31767,493,325,0,2,TypeScript,38,33,86.8421052631579,https://github.com/shardeum/shardeum,Shardeum is an EVM based autoscaling blockchain
fairseq,facebookresearch,31738,2916,234,16,0,Python,4247,3056,71.95667530021191,https://github.com/facebookresearch/fairseq,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.
graphql-engine,hasura,31668,2623,2110,294,0,TypeScript,6380,4145,64.96865203761756,https://github.com/hasura/graphql-engine,"Blazing fast, instant realtime GraphQL APIs on all your data with fine grained access control, also trigger webhooks on database events."
go-zero,zeromicro,31663,1842,2321,140,0,Go,1868,1643,87.95503211991435,https://github.com/zeromicro/go-zero,A cloud-native Go microservices framework with cli tool for productivity.
pytorch-tutorial,yunjey,31647,3088,28,0,0,Python,180,114,63.33333333333333,https://github.com/yunjey/pytorch-tutorial,PyTorch Tutorial for Deep Learning Researchers
Retrieval-based-Voice-Conversion-WebUI,RVC-Project,31620,880,475,7,0,Python,1920,1299,67.65625,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,Easily train a good VC model with voice data <= 10 mins!
Hello-Python,mouredev,31620,1115,0,0,0,Python,293,275,93.85665529010238,https://github.com/mouredev/Hello-Python,"Curso para aprender el lenguaje de programación Python desde cero y para principiantes. 100 clases, 44 horas en vídeo, código, proyectos y grupo de chat. Fundamentos, frontend, backend, testing, IA..."
mmdetection,open-mmlab,31601,2558,2359,53,0,Python,8497,6746,79.39272684476875,https://github.com/open-mmlab/mmdetection,OpenMMLab Detection Toolbox and Benchmark
floating-ui,floating-ui,31585,3433,1190,497,0,TypeScript,1456,1429,98.1456043956044,https://github.com/floating-ui/floating-ui,A JavaScript library to position floating elements and create interactions for them.
YesPlayMusic,qier222,31542,1779,288,31,0,Vue,1799,1191,66.20344635908837,https://github.com/qier222/YesPlayMusic,高颜值的第三方网易云播放器，支持 Windows / macOS / Linux :electron: 
remix,remix-run,31538,1761,3441,175,0,TypeScript,2606,2602,99.84650805832693,https://github.com/remix-run/remix,"Build Better Websites. Create modern, resilient user experiences with web fundamentals."
html2canvas,niklasvh,31489,5152,186,45,0,TypeScript,2621,1660,63.33460511255245,https://github.com/niklasvh/html2canvas,Screenshots with JavaScript
awesome-cto,kuchin,31480,3171,18,0,0,Unknown,11,11,100.0,https://github.com/kuchin/awesome-cto,"A curated and opinionated list of resources for Chief Technology Officers, with the emphasis on startups"
vimrc,amix,31442,4834,107,0,0,Vim Script,522,510,97.70114942528735,https://github.com/amix/vimrc,The ultimate Vim configuration (vimrc)
echo,labstack,31441,3827,592,109,0,Go,1465,1392,95.01706484641637,https://github.com/labstack/echo,"High performance, minimalist Go web framework"
rxjs,ReactiveX,31429,3814,2588,2,0,TypeScript,3160,2940,93.0379746835443,https://github.com/ReactiveX/rxjs,A reactive programming library for JavaScript
lottie-web,airbnb,31367,3836,136,0,0,JavaScript,2894,2125,73.4277816171389,https://github.com/airbnb/lottie-web,"Render After Effects animations natively on Web, Android and iOS, and React Native. http://airbnb.io/lottie/"
CasaOS,IceWhaleTech,31362,1427,274,97,0,Go,1557,880,56.5189466923571,https://github.com/IceWhaleTech/CasaOS,"CasaOS - A simple, easy-to-use, elegant open-source Personal Cloud system."
MS-DOS,microsoft,31354,2615,37,0,0,Assembly,0,0,0,https://github.com/microsoft/MS-DOS,"The original sources of MS-DOS 1.25, 2.0, and 4.0 for reference purposes"
servo,servo,31336,4944,20540,0,0,HTML,14013,11016,78.61271676300578,https://github.com/servo/servo,"Servo aims to empower developers with a lightweight, high-performance alternative for embedding web technologies in applications."
netron,lutzroeder,31247,5354,1,3,0,JavaScript,1222,1201,98.28150572831423,https://github.com/lutzroeder/netron,"Visualizer for neural network, deep learning and machine learning models"
xyflow,xyflow,31226,2231,1402,350,0,TypeScript,2270,2187,96.34361233480176,https://github.com/xyflow/xyflow,React Flow | Svelte Flow - Powerful open source libraries for building node-based UIs with React (https://reactflow.dev) or Svelte (https://svelteflow.dev). Ready out-of-the-box and infinitely customizable.
cockroach,cockroachdb,31207,4216,67708,0,0,Go,75740,69316,91.51835225772379,https://github.com/cockroachdb/cockroach,"CockroachDB — the cloud native, distributed SQL database designed for high availability, effortless scale, and control over data placement."
backstage,backstage,31185,2037,18970,443,0,TypeScript,7060,6695,94.83002832861189,https://github.com/backstage/backstage,Backstage is an open framework for building developer portals
OpenCut,OpenCut-app,31154,62,179,0,0,TypeScript,185,72,38.91891891891892,https://github.com/OpenCut-app/OpenCut,The open-source CapCut alternative
cursor,cursor,31134,895,46,0,0,Unknown,3242,1213,37.415175817396666,https://github.com/cursor/cursor,The AI Code Editor
paper-reading,mli,31122,1401,15,0,0,Unknown,0,0,0,https://github.com/mli/paper-reading,深度学习经典、新论文逐段精读
claude-code,anthropics,31076,181,59,0,0,TypeScript,6232,3564,57.18870346598203,https://github.com/anthropics/claude-code,"Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster by executing routine tasks, explaining complex code, and handling git workflows - all through natural language commands."
mediapipe,google-ai-edge,31070,2262,201,63,0,C++,5472,5029,91.90423976608187,https://github.com/google-ai-edge/mediapipe,"Cross-platform, customizable ML solutions for live and streaming media."
slate,ianstormtaylor,31055,3353,1938,203,0,TypeScript,3198,2528,79.04940587867418,https://github.com/ianstormtaylor/slate,A completely customizable framework for building rich text editors. (Currently in beta.)
Blog,mqyqingfeng,31046,3085,3,0,1,Unknown,361,100,27.70083102493075,https://github.com/mqyqingfeng/Blog,冴羽写博客的地方，预计写四个系列：JavaScript深入系列、JavaScript专题系列、ES6系列、React系列。
dokku,dokku,31044,4459,4166,302,0,Shell,2799,2753,98.35655591282601,https://github.com/dokku/dokku,A docker-powered PaaS that helps you build and manage the lifecycle of applications
sharp,lovell,31020,4386,302,99,0,JavaScript,3981,3865,97.08615925646822,https://github.com/lovell/sharp,"High performance Node.js image processing, the fastest module to resize JPEG, PNG, WebP, AVIF and TIFF images. Uses the libvips library."
linux-insides,0xAX,30990,3884,579,0,0,Python,189,153,80.95238095238095,https://github.com/0xAX/linux-insides,A little bit about a linux kernel
dotfiles,mathiasbynens,30959,5100,44,0,0,Shell,392,254,64.79591836734694,https://github.com/mathiasbynens/dotfiles,":wrench: .files, including ~/.macos — sensible hacker defaults for macOS"
lede,coolsnowwolf,30928,2908,2020,6,0,C,9153,8387,91.6311591827816,https://github.com/coolsnowwolf/lede,Lean's LEDE source
MonitorControl,MonitorControl,30928,2897,216,26,0,Swift,983,968,98.47405900305188,https://github.com/MonitorControl/MonitorControl,🖥 Control your display's brightness & volume on your Mac as if it was a native Apple Display. Use Apple Keyboard keys or custom shortcuts. Shows the native macOS OSDs.
OCRmyPDF,ocrmypdf,30910,4264,153,41,0,Python,1269,1137,89.59810874704492,https://github.com/ocrmypdf/OCRmyPDF,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched"
filebrowser,filebrowser,30906,3633,608,97,0,Go,2748,2727,99.235807860262,https://github.com/filebrowser/filebrowser,📂 Web File Browser
jQuery-File-Upload,blueimp,30891,5379,119,0,2,PHP,3307,3258,98.51829452676142,https://github.com/blueimp/jQuery-File-Upload,"File Upload widget with multiple file selection, drag&drop support, progress bar, validation and preview images, audio and video for jQuery. Supports cross-domain, chunked and resumable file uploads. Works with any server-side platform (Google App Engine, PHP, Python, Ruby on Rails, Java, etc.) that supports standard HTML form file uploads."
croc,schollz,30891,2867,236,175,0,Go,540,530,98.14814814814815,https://github.com/schollz/croc,Easily and securely send things from one computer to another :crocodile: :package:
ink,vadimdemedes,30884,2994,235,63,0,TypeScript,375,302,80.53333333333333,https://github.com/vadimdemedes/ink,🌈 React for interactive command-line apps
1Panel,1Panel-dev,30880,1131,3823,96,0,Go,5399,4777,88.47934802741248,https://github.com/1Panel-dev/1Panel,"🔥 1Panel provides an intuitive web interface and MCP Server to manage websites, files, containers, databases, and LLMs on a Linux server."
minikube,kubernetes,30850,3416,8793,151,0,Go,10118,9608,94.95947815773869,https://github.com/kubernetes/minikube,Run Kubernetes locally
paperless-ngx,paperless-ngx,30822,1287,2569,123,0,Python,2107,2107,100.0,https://github.com/paperless-ngx/paperless-ngx,"A community-supported supercharged document management system: scan, index and archive all your documents"
k9s,derailed,30812,2401,839,248,0,Go,2139,1731,80.92566619915848,https://github.com/derailed/k9s,🐶 Kubernetes CLI To Manage Your Clusters In Style!
Xray-core,XTLS,30788,1748,1015,90,0,Go,2555,2543,99.53033268101761,https://github.com/XTLS/Xray-core,"Xray, Penetrates Everything. Also the best v2ray-core. Where the magic happens. An open platform for various uses."
khoj,khoj-ai,30783,1468,475,158,0,Python,552,476,86.23188405797102,https://github.com/khoj-ai/khoj,"Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (gpt, claude, gemini, llama, qwen, mistral). Get started - free."
kafka,apache,30732,5121,11812,0,0,Java,0,0,0,https://github.com/apache/kafka,Mirror of Apache Kafka
p3c,alibaba,30725,2983,62,0,1,Kotlin,858,697,81.23543123543124,https://github.com/alibaba/p3c,Alibaba Java Coding Guidelines pmd implements and IDE plugin
editor.js,codex-team,30721,3555,863,102,0,TypeScript,1521,922,60.61801446416831,https://github.com/codex-team/editor.js,A block-style editor with clean JSON output
fish-shell,fish-shell,30715,4853,2146,48,0,Rust,7665,7186,93.75081539465101,https://github.com/fish-shell/fish-shell,The user-friendly command line shell.
awesome-sysadmin,awesome-foss,30698,3896,329,0,0,Unknown,102,88,86.27450980392157,https://github.com/awesome-foss/awesome-sysadmin,A curated list of amazingly awesome open-source sysadmin resources.
interactive-coding-challenges,donnemartin,30689,3769,176,0,0,Python,69,32,46.3768115942029,https://github.com/donnemartin/interactive-coding-challenges,120+ interactive Python coding interview challenges (algorithms and data structures).  Includes Anki flashcards.
Sortable,SortableJS,30674,4265,248,30,0,JavaScript,1817,1344,73.96807925151349,https://github.com/SortableJS/Sortable,Reorderable drag-and-drop lists for modern browsers and touch devices. No jQuery or framework required.
headscale,juanfont,30667,1889,1056,124,0,Go,1093,1000,91.49130832570906,https://github.com/juanfont/headscale,"An open source, self-hosted implementation of the Tailscale control server"
textual,Textualize,30619,1598,2177,185,0,Python,2260,2075,91.8141592920354,https://github.com/Textualize/textual,The lean application framework for Python.  Build sophisticated user interfaces with a simple Python API. Run your apps in the terminal and a web browser.
comprehensive-rust,google,30611,976,2174,0,0,Rust,345,235,68.11594202898551,https://github.com/google/comprehensive-rust,This is the Rust course used by the Android team at Google. It provides you the material to quickly teach Rust.
spring-boot-examples,ityouknow,30577,3213,7,0,1,Java,109,99,90.82568807339449,https://github.com/ityouknow/spring-boot-examples,about learning Spring Boot via examples. Spring Boot 教程、技术栈示例代码，快速简单上手教程。 
k3s,k3s-io,30577,2641,4069,885,0,Go,6946,6832,98.35876763604952,https://github.com/k3s-io/k3s,Lightweight Kubernetes
calculator,microsoft,30553,2398,899,0,0,C++,1113,717,64.42048517520216,https://github.com/microsoft/calculator,Windows Calculator: A simple yet powerful calculator that ships with Windows
UTM,utmapp,30545,2325,266,122,0,Swift,3424,2540,74.1822429906542,https://github.com/utmapp/UTM,Virtual machines for iOS and macOS
server,nextcloud,30545,3369,28174,350,0,PHP,20213,17946,88.78444565378717,https://github.com/nextcloud/server,"☁️ Nextcloud server, a safe home for all your data"
influxdb,influxdata,30522,4349,10607,93,0,Rust,14018,11958,85.30460836067913,https://github.com/influxdata/influxdb,"Scalable datastore for metrics, events, and real-time analytics"
symfony,symfony,30507,5710,24307,555,0,PHP,21234,20690,97.43807101817839,https://github.com/symfony/symfony,The Symfony PHP framework
jsPDF,parallax,30500,5739,718,35,0,JavaScript,2559,2445,95.54513481828839,https://github.com/parallax/jsPDF,Client-side JavaScript PDF generation for everyone.
diffusers,huggingface,30451,1181,5005,86,0,Python,4978,4414,88.67014865407793,https://github.com/huggingface/diffusers,"🤗 Diffusers: State-of-the-art diffusion models for image, video, and audio generation in PyTorch and FLAX."
Data-Science-For-Beginners,microsoft,30418,1634,308,0,0,Jupyter Notebook,119,95,79.83193277310924,https://github.com/microsoft/Data-Science-For-Beginners,"10 Weeks, 20 Lessons, Data Science for All!"
gkd,gkd-kit,30412,781,6,53,0,Kotlin,661,648,98.03328290468987,https://github.com/gkd-kit/gkd,"基于无障碍，高级选择器，订阅规则的自定义屏幕点击 Android 应用 | An Android APP with custom screen tapping based on Accessibility, Advanced Selectors, and Subscription Rules"
CLIP,openai,30407,1711,28,0,0,Jupyter Notebook,435,193,44.36781609195402,https://github.com/openai/CLIP,"CLIP (Contrastive Language-Image Pretraining),  Predict the most relevant text snippet given an image"
Trilium,TriliumNext,30394,3014,628,334,0,TypeScript,4578,3494,76.3215377894277,https://github.com/TriliumNext/Trilium,Build your personal knowledge base with Trilium Notes
weekly,ascoders,30377,3078,136,193,0,JavaScript,366,363,99.18032786885246,https://github.com/ascoders/weekly,前端精读周刊。帮你理解最前沿、实用的技术。
webtorrent,webtorrent,30368,4330,963,228,0,JavaScript,1663,1598,96.09140108238124,https://github.com/webtorrent/webtorrent,⚡️ Streaming torrent client for the web
exo,exo-explore,30355,424,207,12,0,Python,508,146,28.74015748031496,https://github.com/exo-explore/exo,Run your own AI cluster at home with everyday devices 📱💻 🖥️⌚
rocksdb,facebook,30352,4649,609,206,0,C++,3407,2636,77.3701203404755,https://github.com/facebook/rocksdb,"A library that provides an embeddable, persistent key-value store for fast storage."
medusa,medusajs,30351,2044,7471,128,0,TypeScript,3269,3171,97.00214132762312,https://github.com/medusajs/medusa,The world's most flexible commerce platform.
fabric.js,fabricjs,30338,5553,2343,174,0,TypeScript,6184,5761,93.15976714100906,https://github.com/fabricjs/fabric.js,"Javascript Canvas Library, SVG-to-Canvas (& canvas-to-SVG) Parser"
layui,layui,30332,3623,590,158,0,JavaScript,1365,1298,95.09157509157508,https://github.com/layui/layui,一套遵循原生态开发模式的 Web UI 组件库，采用自身轻量级模块化规范，易上手，可以更简单快速地构建网页界面。
lux,iawia002,30330,2737,300,86,0,Go,1060,540,50.943396226415096,https://github.com/iawia002/lux,👾 Fast and simple video download library and CLI tool written in Go
umami,umami-software,30330,1863,799,99,0,TypeScript,1839,1763,95.86731919521479,https://github.com/umami-software/umami,"Umami is a modern, privacy-focused alternative to Google Analytics."
NeteaseCloudMusicApi,Binaryify,30320,3349,292,0,0,Unknown,1337,1190,89.00523560209425,https://github.com/Binaryify/NeteaseCloudMusicApi,网易云音乐 Node.js API service
tqdm,tqdm,30301,3734,287,131,0,Python,1026,587,57.21247563352827,https://github.com/tqdm/tqdm,":zap: A Fast, Extensible Progress Bar for Python and CLI"
docsify,docsifyjs,30284,3198,731,15,0,JavaScript,1287,1199,93.16239316239316,https://github.com/docsifyjs/docsify,🃏 A magical documentation site generator.
GPTs,linexjlin,30268,651,42,0,0,Unknown,28,21,75.0,https://github.com/linexjlin/GPTs,leaked prompts of GPTs
alpine,alpinejs,30239,2095,657,137,0,HTML,612,612,100.0,https://github.com/alpinejs/alpine,"A rugged, minimal framework for composing JavaScript behavior in your markup. "
HEAD,joshbuchea,30222,3411,86,0,0,Unknown,93,73,78.49462365591397,https://github.com/joshbuchea/HEAD,A simple guide to HTML <head> elements
numpy,numpy,30216,5457,13101,132,0,Python,13495,11397,84.45350129677658,https://github.com/numpy/numpy,The fundamental package for scientific computing with Python.
AI-Expert-Roadmap,AMAI-GmbH,30201,1763,13,0,0,JavaScript,66,46,69.6969696969697,https://github.com/AMAI-GmbH/AI-Expert-Roadmap,Roadmap to becoming an Artificial Intelligence Expert in 2022
dioxus,DioxusLabs,30177,1681,1769,25,0,Rust,2064,1635,79.21511627906976,https://github.com/DioxusLabs/dioxus,"Fullstack app framework for web, desktop, and mobile."
roop,s0md3v,30150,818,80,6,0,Python,0,0,0,https://github.com/s0md3v/roop,one-click face swap
CheatSheetSeries,OWASP,30139,2437,1076,0,0,Python,529,487,92.06049149338375,https://github.com/OWASP/CheatSheetSeries,The OWASP Cheat Sheet Series was created to provide a concise collection of high value information on specific application security topics.
sequelize,sequelize,30131,5511,4961,487,1,TypeScript,10402,9511,91.43433955008652,https://github.com/sequelize/sequelize,"Feature-rich ORM for modern Node.js and TypeScript, it supports PostgreSQL (with JSON and JSONB support), MySQL, MariaDB, SQLite, MS SQL Server, Snowflake, Oracle DB (v6), DB2 and DB2 for IBM i."
stanford_alpaca,tatsu-lab,30128,896,5,0,0,Python,268,98,36.56716417910448,https://github.com/tatsu-lab/stanford_alpaca,"Code and documentation to train Stanford's Alpaca models, and generate the data."
OpenAPI-Specification,OAI,30103,4191,1585,12,0,Markdown,2365,2225,94.08033826638477,https://github.com/OAI/OpenAPI-Specification,The OpenAPI Specification Repository
sniffnet,GyulyVGC,30103,1118,430,14,0,Rust,280,239,85.35714285714285,https://github.com/GyulyVGC/sniffnet,Comfortably monitor your Internet traffic 🕵️‍♂️
uppy,transloadit,30095,3568,3108,241,0,TypeScript,2452,2292,93.4747145187602,https://github.com/transloadit/uppy,The next open source file uploader for web browsers :dog: 
pytorch-lightning,Lightning-AI,30012,2337,9087,167,0,Python,7401,6490,87.69085258748818,https://github.com/Lightning-AI/pytorch-lightning,"Pretrain, finetune ANY AI model of ANY size on multiple GPUs, TPUs with zero code changes."
hutool,chinabugotech,30011,4150,454,152,0,Java,2987,2983,99.86608637428859,https://github.com/chinabugotech/hutool,🍬A set of tools that keep Java sweet.
tinygrad,tinygrad,29925,1770,7958,13,0,Python,977,844,86.3868986693961,https://github.com/tinygrad/tinygrad,You like pytorch? You like micrograd? You love tinygrad! ❤️ 
llm-app,pathwaycom,29924,766,47,0,0,Jupyter Notebook,17,12,70.58823529411765,https://github.com/pathwaycom/llm-app,"Ready-to-run cloud templates for RAG, AI pipelines, and enterprise search with live data. 🐳Docker-friendly.⚡Always in sync with Sharepoint, Google Drive, S3, Kafka, PostgreSQL, real-time data APIs, and more."
surrealdb,surrealdb,29902,1353,2150,92,0,Rust,2159,1473,68.2260305697082,https://github.com/surrealdb/surrealdb,"A scalable, distributed, collaborative, document-graph database, for the realtime web"
particles.js,VincentGarreau,29902,4004,21,6,0,JavaScript,411,106,25.790754257907544,https://github.com/VincentGarreau/particles.js,A lightweight JavaScript library for creating particles
drizzle-orm,drizzle-team,29901,1521,610,146,0,TypeScript,3130,1693,54.08945686900959,https://github.com/drizzle-team/drizzle-orm,"Headless TypeScript ORM with a head. Runs on Node, Bun and Deno. Lives on the Edge and yes, it's a JavaScript ORM too 😅"
leakcanary,square,29785,3768,921,43,0,Kotlin,1636,1510,92.29828850855746,https://github.com/square/leakcanary,A memory leak detection library for Android.
AdGuardHome,AdguardTeam,29782,3335,124,214,0,Go,5764,4631,80.34351145038168,https://github.com/AdguardTeam/AdGuardHome,Network-wide ads & trackers blocking DNS server
foundation-sites,foundation,29766,5062,2958,79,0,HTML,8236,8179,99.30791646430306,https://github.com/foundation/foundation-sites,The most advanced responsive front-end framework in the world. Quickly create prototypes and production code for sites that work on any kind of device.
restic,restic,29756,4136,2184,48,0,Go,2815,2392,84.9733570159858,https://github.com/restic/restic,"Fast, secure, efficient backup program"
DevToys,DevToys-app,29749,1424,497,38,0,C#,933,658,70.52518756698821,https://github.com/DevToys-app/DevToys,A Swiss Army knife for developers.
awesome-python-cn,jobbole,29742,3581,51,0,0,Makefile,31,18,58.06451612903226,https://github.com/jobbole/awesome-python-cn,Python资源大全中文版，包括：Web框架、网络爬虫、模板引擎、数据库、数据可视化、图片处理等，由「开源前哨」和「Python开发者」微信公号团队维护更新。
awesome-macos-command-line,herrbischoff,29742,3622,104,0,0,Unknown,0,0,0,https://github.com/herrbischoff/awesome-macos-command-line,Use your macOS terminal shell to do awesome things.
vue-cli,vuejs,29711,3527,1259,178,0,JavaScript,5498,4563,82.99381593306657,https://github.com/vuejs/vue-cli,🛠️ webpack-based tooling for Vue.js Development
wails,wailsapp,29707,2442,1503,242,0,Go,2132,1873,87.85178236397748,https://github.com/wailsapp/wails,Create beautiful applications using Go
cheerio,cheeriojs,29703,5067,2840,61,1,TypeScript,1220,1199,98.27868852459017,https://github.com/cheeriojs/cheerio,"The fast, flexible, and elegant library for parsing and manipulating HTML and XML."
stb,nothings,29703,4108,288,0,0,C,893,694,77.71556550951848,https://github.com/nothings/stb,stb single-file public domain libraries for C/C++
folly,facebook,29700,4830,13,254,0,C++,1224,931,76.06209150326796,https://github.com/facebook/folly,An open-source C++ library developed and used at Facebook.
Hyprland,hyprwm,29681,1255,1885,96,0,C++,7273,7214,99.18878042073422,https://github.com/hyprwm/Hyprland,"Hyprland is an independent, highly customizable, dynamic tiling Wayland compositor that doesn't sacrifice on its looks."
algo,trailofbits,29678,3387,576,3,0,Python,1619,1543,95.30574428659666,https://github.com/trailofbits/algo,Set up a personal VPN in the cloud
vue-vben-admin,vbenjs,29642,1869,1638,60,0,Vue,3598,3470,96.44246803779878,https://github.com/vbenjs/vue-vben-admin,"A modern vue admin panel built with Vue3, Shadcn UI, Vite, TypeScript, and Monorepo. It's fast!"
WSL,microsoft,29628,3425,139,94,0,C++,11738,10719,91.31879366161186,https://github.com/microsoft/WSL,Windows Subsystem for Linux
Mr.-Ranedeer-AI-Tutor,JushBJJ,29626,876,18,3,0,Unknown,47,34,72.3404255319149,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.
apollo,apolloconfig,29611,3459,1449,41,0,Java,3352,3212,95.82338902147971,https://github.com/apolloconfig/apollo,Apollo is a reliable configuration management system suitable for microservice configuration management scenarios.
glances,nicolargo,29611,5011,743,51,0,Python,2061,1933,93.78942261038331,https://github.com/nicolargo/glances,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems."
motion,motiondivision,29575,2472,1061,0,0,TypeScript,1858,1570,84.4994617868676,https://github.com/motiondivision/motion,A modern animation library for React and JavaScript
project-guidelines,elsewhencode,29557,2976,113,0,0,JavaScript,38,29,76.31578947368422,https://github.com/elsewhencode/project-guidelines,A set of best practices for JavaScript projects
react-boilerplate,react-boilerplate,29537,3839,715,16,0,JavaScript,1909,1823,95.49502357255108,https://github.com/react-boilerplate/react-boilerplate,"🔥 A highly scalable, offline-first foundation with the best developer experience and a focus on performance and best practices."
